user,item,rating
1759169,ML0101ENv3,3
1273969,CC0103EN,4
122962,BD0115EN,4
1472336,BC0101EN,4
776333,SC0101EN,3
1937138,ML0120ENv3,3
2032451,EE0101EN,5
1343111,DS0103EN,3
1592023,ML0151EN,3
1044500,BD0111EN,4
1541383,CO0101EN,4
790518,IT0101EN,4
727054,DS0101EN,5
1418415,ST0101EN,3
1079691,DS0103EN,3
1132086,DV0101EN,5
932661,ML0103EN,5
517664,TA0105,3
1527273,DA0101EN,4
1670194,CB0103EN,5
961208,PY0101EN,5
571298,PY0101EN,3
529528,BD0212EN,4
165458,ML0109EN,4
1625683,BD0101EN,3
728295,DS0101EN,5
1520874,DW0101EN,3
1588179,BC0101EN,3
1493986,PY0101EN,4
978818,DA0101EN,5
1719527,CNSC02EN,5
509864,DS0101EN,5
726439,CO0201EN,4
1259041,BD0211EN,4
1913333,PY0101EN,3
1982410,DS0101EN,5
699778,CB0103EN,3
895828,EE0101EN,4
1263867,CC0101EN,5
2071263,CC0101EN,3
1661770,BD0211EN,4
1277446,DS0101EN,3
92073,SC0101EN,5
686879,DB0101EN,4
748093,BD0211EN,5
916123,DS0101EN,3
985198,RP0101EN,4
971487,DS0105EN,5
283603,CO0301EN,3
1362622,TA0105EN,4
1128883,DS0101EN,3
314716,BD0212EN,3
1293273,ML0101ENv3,3
435571,DS0301EN,4
738484,BD0101EN,3
1003617,BD0115EN,5
339611,DS0321EN,3
884799,BD0101EN,3
611867,CB0103EN,3
1912171,DS0301EN,4
1525801,RP0101EN,4
1019513,ST0101EN,4
938949,CO0301EN,4
764962,CB0103EN,4
1567762,DA0101EN,3
453608,DS0301EN,5
768266,ML0115EN,4
8030,BD0101EN,3
677258,CL0101EN,5
1578125,DS0101EN,4
1221871,PY0101EN,4
1436481,ML0101ENv3,5
1476961,DS0101EN,5
1128248,DS0105EN,3
1838731,CO0101EN,4
945931,DS0105EN,3
1331957,DS0103EN,5
487846,DA0101EN,3
1749549,ML0201EN,4
1129342,ML0115EN,3
604268,DS0105EN,4
1044910,BD0101EN,5
1299866,ML0103EN,3
1168368,ML0122ENv1,3
1096097,CO0301EN,5
1213325,BD0111EN,5
1004169,CNSC02EN,3
1179496,DV0151EN,5
698433,DS0103EN,5
499309,BD0141EN,3
1312203,BC0101EN,4
1787671,CC0201EN,4
1882975,BC0101EN,5
748359,PY0101EN,4
549267,CO0101EN,5
1494018,DV0101EN,5
461691,ML0111EN,4
937774,RP0101EN,3
773435,ML0115EN,5
508535,DS0103EN,5
999442,BD0212EN,5
202365,CO0301EN,5
2079951,BD0121EN,3
944200,DV0101EN,5
1159571,BC0101EN,5
1595093,DB0101EN,4
1874850,DA0101EN,5
1580489,DS0301EN,3
1741605,ST0101EN,5
1447924,CO0301EN,3
1779537,DS0101EN,4
1182714,PY0101EN,3
1390854,DV0101EN,5
1506833,CB0105ENv1,4
673492,BD0211EN,5
607583,DA0101EN,5
204680,BD0101EN,4
740373,ML0115EN,3
1575392,PY0101EN,3
361843,DA0101EN,3
1936258,DW0101EN,4
1664926,DS0201EN,5
673371,BD0211EN,3
740038,DS0105EN,3
1540761,LB0111EN,4
160156,CB0103EN,5
1125775,ST0101EN,3
595720,BD0131EN,5
271554,PA0101EN,4
1249834,BC0201EN,5
715614,DS0103EN,4
1132118,ML0101ENv3,4
887314,BD0101EN,3
1686387,PY0101EN,5
774103,DS0105EN,3
1289455,CB0103EN,4
744196,PY0101EN,4
1146764,DS0101EN,4
1491326,CO0101EN,4
433925,DS0101EN,5
1693918,DV0151EN,5
1713286,CO0101EN,3
710544,CB0103EN,3
1639508,DS0101EN,3
512063,DS0101EN,5
751859,CC0150EN,3
1033529,BD0101EN,3
1530443,ML0111EN,4
1121885,CL0101EN,4
1621171,PY0101EN,5
1259800,DS0103EN,3
485817,BD0221EN,5
1651278,CNSC02EN,4
375665,BD0111EN,4
376893,RP0101EN,4
1288138,DS0101EN,3
930507,CO0101EN,5
642665,PY0101EN,3
1033530,BD0121EN,5
631636,SC0101EN,5
1682162,CC0201EN,4
930570,CC0101EN,4
1055584,DS0201EN,5
1436675,RP0101EN,4
786092,DS0101EN,5
1375800,BC0101EN,4
999209,CO0201EN,3
1688856,DV0101EN,3
615513,ML0103EN,3
752710,DV0101EN,4
465631,BD0111EN,3
1446365,BD0101EN,3
1481613,BD0211EN,4
1705786,CNSC02EN,4
1273741,CL0101EN,3
2047603,CC0101EN,3
1444886,PA0101EN,4
1432073,ML0115EN,5
778294,BC0101EN,4
1723756,PY0101EN,3
1024800,ML0115EN,4
1197137,DS0101EN,4
994466,BD0143EN,3
83447,DB0101EN,5
1532206,CC0101EN,4
191776,BD0123EN,5
1889095,DS0103EN,5
507291,BD0153EN,5
1494326,ST0101EN,4
1376022,BD0111EN,3
1616774,LB0101ENv1,4
1428410,PY0101EN,3
720598,CO0201EN,4
1308545,DV0101EN,4
1655581,CB0105ENv1,5
723589,BD0111EN,5
762584,DS0101EN,5
173127,DV0151EN,5
1302817,CO0101EN,3
995904,CC0101EN,5
998442,ST0101EN,4
1190801,LB0109ENv1,3
947842,DV0101EN,3
1825466,CC0103EN,5
1580292,PA0101EN,4
1366565,BD0141EN,5
1478678,DW0101EN,4
1134691,CC0101EN,5
1848960,CC0101EN,5
1253473,ML0101ENv3,5
1173007,PY0101EN,3
443205,DS0105EN,4
424658,ML0122ENv1,3
1878752,DS0103EN,5
946026,ML0115EN,5
545276,ML0115EN,4
737463,BD0111EN,3
1817560,DV0101EN,4
1193758,ML0101ENv3,5
456292,SC0101EN,4
283923,BC0201EN,4
743277,DV0101EN,5
878893,BC0101EN,4
895448,BD0101EN,5
704159,ML0151EN,5
1013390,DV0101EN,4
1237775,ML0101ENv3,3
737951,BC0101EN,4
884446,BD0211EN,5
1293117,ML0120ENv2,3
1875167,DW0101EN,5
721599,BD0211EN,5
559351,CB0103EN,5
1390754,CC0101EN,5
1219826,LB0109ENv1,4
365857,BD0211EN,5
1593249,ML0101ENv3,4
2046621,ML0151EN,4
48,ML0122EN,3
748404,PY0101EN,3
588590,DS0101EN,4
1011472,ML0115EN,4
1426867,ST0101EN,5
956284,CO0101EN,4
1741970,SC0105EN,3
1988254,BC0201EN,5
1330717,DB0101EN,5
628701,CNSC02EN,3
1557867,RP0101EN,4
1387501,BD0211EN,4
1048670,BD0121EN,5
708339,BD0101EN,4
1238920,PY0101EN,5
1110498,PY0101EN,4
36585,CB0103EN,4
729743,BD0212EN,3
491131,TA0106EN,3
1624262,ST0101EN,3
972943,DS0101EN,3
680404,ST0101EN,3
889057,CB0103EN,4
1055977,BC0201EN,5
1503212,DS0101EN,4
1273446,ML0101ENv3,3
1388474,CC0103EN,3
1746036,PA0101EN,4
1101618,ML0151EN,5
493098,ML0103EN,5
1481066,DS0103EN,4
1145703,DV0151EN,3
1381601,BD0101EN,5
1000470,BC0101EN,5
1075575,CC0103EN,3
1655112,DA0101EN,3
1120806,DB0101EN,3
632399,BD0131EN,3
333723,PY0101EN,5
661276,BD0211EN,5
1383489,PY0101EN,4
1205689,CO0101EN,5
969644,RP0105EN,5
1159920,BD0101EN,5
1170459,PA0101EN,4
709863,PY0101EN,4
795618,DS0103EN,4
1453492,DS0103EN,4
1778327,PY0101EN,3
948125,ML0122ENv1,3
789777,PY0101EN,3
1186616,ML0101ENv3,3
768969,BD0111EN,5
622399,DS0103EN,5
1334687,ST0101EN,4
2085653,SC0101EN,4
452253,CO0101EN,3
621197,DS0103EN,4
739793,BD0101EN,4
1504449,PY0101EN,4
1408240,BD0211EN,3
1683056,DS0105EN,4
1789857,BD0111EN,5
1310833,ML0101ENv3,5
1547703,ML0120ENv2,5
731607,CO0401EN,3
896375,BD0101EN,5
1641262,CB0103EN,3
974658,BD0223EN,3
1517740,DV0101EN,4
543011,PY0101EN,5
701581,BD0101EN,5
1651278,DS0103EN,4
1693388,CB0103EN,3
496136,DS0101EN,5
1010892,ML0120ENv2,3
1694386,CC0201EN,4
1436486,CB0103EN,3
1269664,PA0101EN,5
2002070,PY0101EN,5
1624553,PY0101EN,4
1539850,PY0101EN,4
1950424,DB0101EN,3
197189,WA0103EN,5
183396,ML0103EN,5
1372233,DS0101EN,5
1883674,ML0103EN,3
1135501,BD0101EN,5
530121,BD0115EN,4
729845,CB0103EN,5
1169521,BD0115EN,5
1591471,DV0151EN,3
1263255,BD0101EN,3
1940382,CC0201EN,3
1490440,SW0101EN,4
155199,ML0101EN,5
1761524,ML0201EN,3
1779001,CC0101EN,4
696371,BD0115EN,3
591726,BD0211EN,5
1246622,CNSC02EN,3
512326,DS0101EN,3
435008,BD0101EN,4
1222322,HCC105EN,5
1047322,CO0101EN,5
1517893,DS0321EN,5
1207401,BD0211EN,4
999247,WA0101EN,4
1087786,BD0121EN,5
659793,PA0101EN,4
1101166,CL0101EN,3
1461487,DS0105EN,5
902636,DS0101EN,4
1277082,TA0105EN,4
1189125,BD0101EN,4
1488391,ML0120ENv2,5
1893346,DS0105EN,3
1264326,DV0101EN,3
1018290,DS0101EN,3
1261326,ML0101ENv3,5
1672413,RP0101EN,4
957393,CB0103EN,3
682251,DS0101EN,5
1078694,PY0101EN,4
1382739,BC0201EN,4
1328867,ML0122ENv1,3
1408240,BD0223EN,4
138939,PY0101EN,3
885092,DS0301EN,4
1722128,DS0301EN,3
7233,CO0201EN,5
419616,RP0101EN,3
1577466,ML0101ENv3,5
1857118,CO0101EN,4
1171133,BD0121EN,3
605689,BD0141EN,5
1776118,DS0103EN,4
276534,CP0101EN,3
603198,DS0103EN,3
435091,BD0101EN,5
828952,CO0201EN,5
1245413,BD0123EN,4
2088626,CB0101EN,4
1165226,ST0101EN,3
1888971,ML0151EN,4
1744339,DS0103EN,3
1712818,CO0101EN,5
1157345,ML0115EN,5
1684249,DV0101EN,4
533069,BD0143EN,4
1808321,BD0111EN,3
1376442,DS0101EN,5
1433388,LB0105ENv1,5
762472,BD0131EN,3
1506488,RP0101EN,4
600214,DS0103EN,3
1668388,DA0101EN,4
1311021,DV0151EN,5
818737,SC0101EN,5
1330524,RP0101EN,4
1872184,RP0105EN,4
1531385,DA0101EN,5
881474,PY0101EN,3
949441,CO0101EN,4
1081150,DA0101EN,4
1566864,AI0111EN,5
1185713,BD0101EN,5
1616417,BD0111EN,3
1675912,DA0101EN,4
942598,DA0101EN,3
793141,DS0103EN,3
781548,BD0133EN,4
1803712,PY0101EN,4
669123,DA0101EN,3
1121400,CC0201EN,3
1465153,DS0103EN,3
467433,RP0151EN,3
975125,BD0115EN,4
1190391,RP0101EN,4
398093,BD0141EN,5
1670292,DV0151EN,3
1928427,ML0115EN,4
1333715,CC0101EN,3
1894928,PY0101EN,5
1198364,DA0101EN,4
407420,BC0101EN,5
1651130,ML0101ENv3,4
1613751,BC0201EN,3
1263866,ML0122ENv1,3
696407,DV0101EN,5
1229082,BD0211EN,3
1668388,ML0120ENv2,5
1341459,DA0101EN,4
552319,DS0101EN,3
779401,BD0111EN,5
1760541,DS0101EN,4
1419260,BD0101EN,5
323124,DS0101EN,5
1444167,ST0101EN,5
1342127,ML0115EN,4
593899,ML0120ENv2,3
138664,BD0212EN,5
1977092,ML0120ENv3,4
921095,ML0115EN,4
990530,PY0101EN,5
1434454,CC0101EN,3
1252164,CO0201EN,4
1832482,DS0105EN,4
382781,BD0211EN,3
1763386,ML0122ENv3,4
1448864,CC0201EN,3
1339378,DA0101EN,3
1354179,ML0120ENv2,3
708951,CC0101EN,4
1528113,BD0211EN,4
1314753,DV0101EN,3
584451,DS0101EN,4
1103734,ML0101ENv3,4
1461487,DV0101EN,3
1810283,DS0101EN,5
1376732,DB0101EN,5
784988,BD0115EN,4
1438065,BD0101EN,3
685972,RP0101EN,4
897236,DS0101EN,3
1003856,DS0101EN,3
1159201,CO0101EN,5
1507236,BD0101EN,4
1386333,CB0103EN,4
149382,DS0101EN,5
615787,BD0111EN,5
1768789,DA0101EN,5
988252,BD0101EN,4
1224493,ML0151EN,3
631065,BD0221EN,5
1165003,ML0115EN,5
1116498,CL0101EN,5
536622,ML0103EN,3
1642918,PY0101EN,3
1046737,DV0101EN,5
2052832,DS0101EN,4
1535584,BD0101EN,3
1151555,ML0120ENv2,5
1343271,ST0101EN,5
934656,SC0101EN,4
1517843,PY0101EN,5
1189258,PY0101EN,4
683190,PY0101EN,4
980967,DS0101EN,4
1674397,TA0105EN,3
905202,CB0103EN,4
1377948,BC0101EN,4
2046749,BD0212EN,4
710304,BD0212EN,3
1004589,CB0103EN,4
1921697,BD0221EN,5
1142533,DS0103EN,3
935345,DS0101EN,3
669138,RP0101EN,5
1338424,DS0101EN,3
1752931,CC0201EN,4
1450767,COM001EN,4
511574,DS0301EN,3
1633909,CB0103EN,5
1113381,LB0101ENv1,3
1228876,ML0111EN,4
515710,RP0101EN,4
1163257,DV0101EN,5
388256,DA0101EN,4
879286,ML0115EN,3
931463,ML0101EN,4
1514139,ML0101ENv3,3
488967,ML0101EN,3
894863,DS0105EN,5
497473,RP0101EN,4
1563428,DV0101EN,4
1006134,RP0103EN,4
1191644,DS0105EN,4
1076564,BD0101EN,4
1323840,DS0101EN,3
781073,BD0131EN,4
1078813,SC0103EN,3
667880,BD0211EN,5
716603,DS0105EN,3
1323884,ML0101ENv3,3
435751,BD0101EN,3
669525,BD0101EN,5
1018652,ML0115EN,5
1916404,AI0111EN,3
1616774,BC0101EN,5
622358,ML0115EN,5
716617,DS0101EN,4
603336,BD0212EN,5
697950,BD0211EN,5
715326,LB0105ENv1,3
1829082,ML0115EN,5
1813026,BD0101EN,4
1264753,BC0101EN,5
1055327,BD0115EN,5
708189,DS0301EN,3
960869,CB0103EN,5
1074736,PY0101EN,5
1347374,ML0115EN,4
991079,CO0101EN,5
1457642,ML0115EN,4
435090,BD0101EN,3
703704,BD0123EN,3
60054,BD0211EN,3
684332,DB0151EN,5
1416614,PY0101EN,4
1973438,DS0103EN,5
542152,BD0111EN,5
1322854,BD0145EN,4
923071,DS0101EN,5
740853,RP0101EN,3
1902940,BD0133EN,3
1351779,CL0101EN,3
1757606,EE0101EN,5
1314811,DS0101EN,5
1101149,CO0201EN,3
904648,BD0131EN,4
1224869,ML0120ENv2,4
991492,BD0111EN,5
1204178,BD0101EN,3
200396,BD0101EN,5
783076,BD0111EN,5
1018385,BD0101EN,3
791058,ML0101EN,3
1624415,SC0103EN,5
1449197,BD0101EN,4
411835,BD0151EN,4
1980191,CC0103EN,5
976574,CO0101EN,4
268796,PA0101EN,5
760439,PY0101EN,5
1731859,DS0321EN,5
536410,BD0111EN,5
952647,DS0101EN,3
1314770,CO0301EN,4
977677,BD0101EN,5
1677666,DV0151EN,3
1068655,LB0109ENv1,3
1211738,DS0301EN,3
1862847,RP0105EN,5
1193644,BC0101EN,4
1485055,BC0201EN,5
1251426,ST0101EN,4
1831637,ML0115EN,4
295611,TMP0105EN,3
782552,PY0101EN,4
894440,BD0211EN,4
999839,SW0201EN,3
1795192,DS0101EN,3
1264179,BD0101EN,4
1267502,BD0101EN,4
1497628,CO0101EN,3
1191656,ML0120ENv2,4
1223469,BD0211EN,5
512422,DS0101EN,5
713104,BD0111EN,4
691746,PY0101EN,4
1890413,CO0301EN,3
784092,DS0301EN,4
306819,BD0131EN,4
530833,DS0105EN,5
1207735,ML0115EN,3
1010263,CB0103EN,3
621603,BD0131EN,5
633334,BD0211EN,4
337243,BD0141EN,3
935264,ML0122ENv1,5
479047,BD0141EN,5
2017494,DW0101EN,5
1606902,CC0250EN,4
1742489,CC0101EN,3
1001163,BD0211EN,5
913233,CB0103EN,3
665618,RP0105EN,3
1133292,ML0120ENv2,5
1825986,PY0101EN,5
1713118,CNSC02EN,5
1751983,DS0101EN,4
2033559,BD0115EN,5
1087497,ML0151EN,3
350589,DS0103EN,3
1020415,PY0101EN,3
572051,CO0101EN,3
442235,ML0103EN,5
644236,DA0101EN,3
923628,PA0101EN,3
1119503,RP0101EN,5
1477313,DA0101EN,3
784191,CB0103EN,4
1518203,DS0105EN,3
1129478,BC0201EN,4
1134644,BD0211EN,5
984997,DA0101EN,3
1547171,EE0101EN,4
1691054,DS0103EN,4
580271,PY0101EN,4
1841430,DS0101EN,5
1007652,DS0101EN,5
271066,BD0211EN,5
626962,CB0103EN,3
934372,DS0101EN,4
491131,RP0151EN,4
785203,DS0105EN,5
906382,BD0211EN,5
683976,DS0105EN,3
1755922,CB0103EN,5
1382050,PA0101EN,4
357233,CP0101EN,5
997146,BD0115EN,4
1449415,ST0101EN,5
1110191,CC0201EN,4
698551,BD0115EN,3
1156631,RP0105EN,4
1800991,DS0105EN,4
1219450,DS0101EN,5
316675,BD0211EN,4
1357561,BD0111EN,4
1389814,BC0201EN,4
941250,DS0101EN,3
1019977,DS0110EN,3
1828832,CC0101EN,5
1977135,DA0101EN,5
729831,DS0105EN,4
670311,BD0212EN,4
1386422,CB0105ENv1,5
327156,TA0105,5
1651723,PY0101EN,5
544645,DS0101EN,5
1527604,DS0301EN,4
1271176,BD0123EN,4
964018,ML0101EN,4
778879,WA0101EN,3
459018,BD0121EN,5
1300119,ML0101ENv3,4
1150116,SC0101EN,5
1194894,DS0110EN,3
1538855,CNSC02EN,4
1201170,DW0101EN,5
1400698,ML0101ENv3,5
964979,BD0101EN,5
1477658,DAI101EN,5
1078813,SC0105EN,5
1702354,ML0103EN,5
1643714,PY0101EN,3
2062451,PY0101EN,5
907499,PY0101EN,3
1711456,DA0101EN,3
905640,BD0111EN,5
592757,SC0103EN,3
986081,DV0101EN,4
536447,BD0101EN,5
1400017,LB0103ENv1,4
1884666,CC0201EN,5
1545836,DV0101EN,5
1665610,ML0115EN,4
1234403,DS0201EN,5
980456,BD0133EN,3
1293445,BC0101EN,3
1011162,BD0101EN,4
1087368,CC0103EN,3
1635484,ML0122ENv1,3
1470532,ML0115EN,5
1093419,RP0101EN,3
1053783,WA0101EN,5
639271,BD0101EN,3
680251,DV0101EN,4
578598,PY0101EN,3
266370,BD0101EN,3
1824321,DS0103EN,4
777878,DS0103EN,3
1744496,DS0105EN,3
1104785,PY0101EN,3
1095915,BD0135EN,4
1807544,CC0201EN,4
715536,DS0103EN,4
304659,RP0101EN,5
1204808,BD0141EN,4
1165308,DB0101EN,5
1263231,DS0101EN,5
1478352,DA0101EN,5
422343,DS0101EN,4
631324,PY0101EN,3
1878593,DS0110EN,4
1483509,DV0101EN,5
1324570,BD0135EN,5
909186,BD0111EN,5
1150495,DS0105EN,4
1113070,BD0211EN,5
765082,CC0150EN,3
381280,CB0103EN,5
1604512,DA0101EN,4
1790330,BD0101EN,3
698557,CC0103EN,5
1341273,DW0101EN,4
775613,CC0201EN,5
1648719,RP0101EN,4
1098862,CL0101EN,4
555528,BD0143EN,5
1678404,PY0101EN,4
577402,PY0101EN,4
1842120,ML0109EN,4
1934757,CC0103EN,4
991737,CL0101EN,4
1428149,LB0107ENv1,4
905451,BD0101EN,5
1267861,DS0101EN,5
1322588,CC0201EN,3
762954,DS0101EN,5
1339682,PY0101EN,5
412896,ML0120EN,4
920645,BD0101EN,3
1493613,DS0110EN,4
953281,DB0151EN,5
731244,BD0121EN,4
766730,RP0101EN,5
746163,BC0101EN,3
942261,DS0101EN,5
481321,ML0101EN,5
1808321,ML0115EN,4
1699250,ML0122ENv3,3
880973,BC0101EN,5
1594056,CO0101EN,3
1462721,DA0101EN,3
1395889,SC0101EN,5
235187,BC0201EN,5
409785,BD0101EN,5
674123,BD0111EN,5
631042,ML0115EN,5
1351298,BD0101EN,3
1267861,BD0131EN,3
1479038,CC0101EN,5
1913200,DV0151EN,4
665295,BD0211EN,4
425429,CO0201EN,4
879697,ST0101EN,5
354303,DS0301EN,3
1469426,BD0221EN,3
1695553,DS0103EN,3
789308,ML0120ENv2,3
1182512,BD0111EN,3
1127436,DA0101EN,3
1274232,ML0103EN,3
954863,ML0122ENv1,3
1245413,DS0105EN,5
972730,ML0115EN,3
21577,BD0212EN,3
902258,DS0301EN,5
646580,ST0101EN,4
749289,ST0101EN,4
755060,BD0111EN,5
552512,ML0101EN,5
109915,BD0111EN,3
1802887,DA0101EN,3
1271298,DA0101EN,5
935345,BD0221EN,3
1725978,BD0111EN,5
1560486,DE0205EN,3
1107774,ML0101ENv3,5
1564596,DA0101EN,3
1321242,DV0101EN,3
627172,PY0101EN,5
698513,CB0103EN,3
1564847,DA0101EN,3
1293296,PY0101EN,5
1134386,DA0101EN,5
582390,RP0101EN,5
992616,CO0101EN,4
1107257,BC0101EN,5
922140,RP0105EN,5
300702,ML0103EN,3
1584014,CC0101EN,5
1219983,BD0131EN,3
1946506,BD0211EN,5
1227949,DS0301EN,4
919209,CO0101EN,3
553308,BC0101EN,3
603336,BD0133EN,4
1867458,CO0301EN,4
1444167,BD0101EN,5
1361813,BD0211EN,3
1890051,TA0105EN,4
713906,DS0105EN,4
1401699,DB0101EN,3
1366187,ML0151EN,5
1013515,BD0211EN,4
1137949,DS0101EN,5
708511,BD0131EN,3
1749544,ML0120ENv2,5
695729,DB0101EN,3
726041,DA0101EN,5
1150113,PY0101EN,3
1588559,CC0103EN,3
1051369,BC0101EN,3
884254,DA0101EN,3
1120474,DV0101EN,5
1245545,PY0101EN,3
435739,BD0121EN,4
1567821,CC0201EN,3
1544631,RP0101EN,5
1307301,PY0101EN,3
703639,ML0120EN,3
930917,CB0105ENv1,5
2068100,BC0101EN,3
1017760,DS0101EN,5
1447034,DS0103EN,4
1252062,DS0105EN,4
1201310,DS0301EN,4
1303637,BD0123EN,3
952913,BD0115EN,4
1838292,LB0109ENv1,5
378162,DS0101EN,5
1268480,ML0115EN,4
1694656,CC0250EN,3
1551427,DS0101EN,4
1606667,BD0211EN,4
742989,SC0101EN,3
954555,DA0101EN,5
1331100,BC0101EN,3
1667061,ST0101EN,5
1919988,DS0105EN,5
595572,PA0101EN,4
941195,ML0120ENv2,3
1208081,ML0120ENv2,5
519242,ML0101ENv3,4
5,CL0101EN,4
1541687,DS0105EN,3
559205,CO0301EN,3
393600,BD0101EN,3
300717,ST0101EN,5
2056952,DS0101EN,5
1680202,DA0101EN,3
764158,DV0101EN,4
1281394,ML0122ENv1,5
1725898,DS0101EN,3
713626,CB0103EN,4
492591,WA0101EN,3
878566,BD0101EN,3
561247,ML0120ENv2,5
1131812,CO0101EN,4
635765,BD0111EN,3
639235,CB0103EN,4
697815,DB0151EN,5
267599,ML0101EN,5
682966,WA0101EN,5
1072275,DS0101EN,5
499150,BC0101EN,3
1637328,DV0101EN,3
1804498,DS0110EN,3
1358032,ML0101ENv3,4
1674226,BD0101EN,4
1715864,DV0101EN,3
1767654,CC0103EN,5
1877036,BC0202EN,3
1694741,PY0101EN,3
597376,DA0101EN,3
765762,BD0211EN,3
1374081,BD0111EN,5
1852595,DV0101EN,5
1387529,DS0321EN,3
1252409,CC0101EN,3
510494,DS0101EN,3
1060120,DS0105EN,4
686847,BD0111EN,5
1848327,DB0101EN,4
1613788,BD0141EN,5
596762,DV0151EN,5
649701,ML0151EN,4
1381167,BD0133EN,4
907499,RP0101EN,5
986196,DS0101EN,4
499001,BD0123EN,5
742215,BD0131EN,3
1805546,DS0101EN,5
1139688,BC0101EN,5
1847555,DV0101EN,3
962593,ML0103EN,3
1720300,CO0101EN,5
1097028,DA0101EN,3
1500327,ML0115EN,3
707860,CB0103EN,4
1464809,BD0211EN,5
928288,ML0101ENv3,3
1180308,BD0131EN,4
1368592,BD0121EN,4
503264,BD0111EN,4
1187359,ML0101ENv3,5
58,BD0111EN,4
906566,DV0101EN,4
382781,DA0101EN,5
1529167,CO0401EN,4
1224710,CC0103EN,4
1858150,CO0101EN,5
735481,BD0145EN,3
1292893,CO0301EN,3
1306079,PY0101EN,3
1206564,CO0301EN,4
931234,DS0103EN,5
2039661,CC0150EN,3
1537195,SC0105EN,4
738198,DS0105EN,5
702098,DA0101EN,4
2024826,BD0101EN,4
665157,ML0151EN,5
1174497,BD0211EN,3
534538,DS0101EN,3
491646,WA0103EN,5
1798951,DB0101EN,4
1992148,BC0101EN,4
680188,RP0101EN,5
636717,BD0101EN,3
1172025,PA0101EN,5
526517,BD0131EN,3
669255,DS0132EN,5
548855,LB0101ENv1,3
1163898,DB0101EN,3
1114035,ML0201EN,3
783684,CC0103EN,3
1569709,CC0101EN,4
1630114,PY0101EN,4
182788,BD0101EN,4
1098265,BD0141EN,3
791198,CP0101EN,3
1630223,DW0101EN,5
573047,DB0101EN,5
1030036,LB0101ENv1,3
1293564,DS0105EN,5
350589,BD0101EN,4
496041,DS0103EN,5
944670,SC0101EN,4
1723685,DS0103EN,3
438147,BD0121EN,3
1760524,DB0101EN,4
435901,BD0133EN,3
1129012,DV0151EN,5
1600178,PA0101EN,5
1801757,CC0101EN,5
921983,DS0103EN,4
480388,BD0211EN,4
936771,ML0122ENv1,3
1206257,ML0101ENv3,5
1097869,PY0101EN,4
1001163,BD0111EN,4
605722,RP0101EN,3
1563847,BD0211EN,3
1149351,BD0101EN,3
610251,PY0101EN,5
428501,TA0105,3
1208933,BD0111EN,3
1869524,TA0105EN,5
1313977,RP0101EN,3
1734199,ML0115EN,5
482039,BD0115EN,3
1097376,BC0101EN,5
697316,BD0111EN,5
1894928,ML0101ENv3,5
1752915,PY0101EN,3
1005575,DS0105EN,4
989451,DA0101EN,4
1218501,ML0122ENv1,3
1342076,ML0101ENv3,5
425250,DS0101EN,5
1891709,ML0120ENv3,3
674123,BD0101EN,3
973005,RP0103EN,5
1856707,BD0101EN,5
1173544,CC0201EN,4
1518909,ML0111EN,5
1023408,ML0115EN,3
510948,DS0103EN,3
1938340,ML0111EN,4
1126742,BD0111EN,4
950895,BD0101EN,3
942216,BD0141EN,4
542526,BD0141EN,3
276512,BD0211EN,5
1739772,BD0111EN,3
305112,DB0151EN,4
633334,BD0111EN,3
2034372,DB0101EN,4
709560,DS0101EN,3
1083063,ML0201EN,3
1358492,CC0210EN,3
565214,DS0301EN,4
596587,BD0212EN,3
700917,DA0101EN,4
1595357,BD0111EN,3
888048,DS0101EN,4
962726,ML0151EN,5
1952117,BD0143EN,5
1919394,BD0212EN,3
1631980,CO0301EN,4
1028104,BD0141EN,3
408802,BD0212EN,5
2052832,CC0103EN,4
233627,BD0211EN,3
1513775,DS0101EN,5
626732,RP0105EN,3
1984056,ML0101ENv3,4
1064506,PY0101EN,5
715536,CO0301EN,3
727435,BD0221EN,3
625923,DS0101EN,4
1952697,CC0103EN,3
1185909,DS0105EN,4
906058,BD0111EN,3
1756548,ML0101ENv3,5
1459945,ML0101ENv3,5
1427857,RP0101EN,3
717794,DB0151EN,5
954414,CB0103EN,5
1146994,PA0101EN,4
1509813,TA0105EN,4
1804601,DV0101EN,3
1085133,ML0122ENv1,5
1046811,BD0212EN,4
1382984,CC0101EN,3
676484,BD0101EN,4
392288,BD0141EN,4
593828,DS0101EN,5
792739,BD0123EN,5
1205373,CC0103EN,3
982271,PY0101EN,4
1259800,DS0101EN,5
1147194,CO0101EN,4
740331,BD0101EN,5
1034313,BC0101EN,5
435245,BD0101EN,3
1078494,BD0131EN,4
919347,PY0101EN,5
1634097,BD0211EN,3
905533,BD0211EN,3
1081426,BC0101EN,3
1045484,CO0201EN,3
1779206,DV0151EN,4
1331957,CC0201EN,3
1915248,ML0115EN,4
1118880,BC0101EN,3
688152,BD0211EN,4
1176599,BD0111EN,3
1569089,BD0211EN,3
1741295,ML0120ENv2,5
1773071,DAI101EN,4
977515,DS0101EN,3
571547,BD0111EN,4
1167019,CO0201EN,4
1152429,ML0103EN,3
731229,BD0101EN,5
1170505,DS0103EN,3
1948248,IT0101EN,3
1279516,RP0101EN,5
380098,ST0101EN,3
1233319,ML0120ENv2,5
1021205,WA0101EN,3
1659210,DS0105EN,4
1914621,ST0101EN,5
669314,DV0101EN,5
910499,CB0103EN,4
